T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
0.4230769231,0.4038461538,0.3653846154,0.4423076923,0.4038461538,0.4038461538,0.4230769231,0.3461538462,0.3846153846,0.4423076923,0.3846153846,0.4615384615,0.4038461538,0.4423076923,0.4038461538,0.4423076923,0.4423076923,0.4038461538,0.4615384615,0.3846153846,0.4615384615,0.3846153846,0.4615384615,0.4615384615,0.4615384615,0.4423076923,0.4038461538,0.5192307692,0.5384615385,0.4615384615
0.4339622642,0.4150943396,0.358490566,0.4528301887,0.3962264151,0.4150943396,0.4339622642,0.3396226415,0.3962264151,0.4339622642,0.3962264151,0.4528301887,0.3962264151,0.4339622642,0.4150943396,0.4339622642,0.4528301887,0.4150943396,0.4528301887,0.3773584906,0.4528301887,0.3773584906,0.4528301887,0.4716981132,0.4528301887,0.4528301887,0.3962264151,0.5283018868,0.5283018868,0.4528301887
0.4259259259,0.4259259259,0.3703703704,0.4444444444,0.3888888889,0.4074074074,0.4259259259,0.3518518519,0.4074074074,0.4444444444,0.4074074074,0.4444444444,0.3888888889,0.4444444444,0.4074074074,0.4259259259,0.4444444444,0.4259259259,0.4444444444,0.3888888889,0.462962963,0.3888888889,0.4444444444,0.462962963,0.4444444444,0.462962963,0.4074074074,0.537037037,0.5185185185,0.462962963
0.4181818182,0.4181818182,0.3636363636,0.4363636364,0.4,0.4,0.4363636364,0.3636363636,0.4181818182,0.4545454545,0.4,0.4363636364,0.3818181818,0.4363636364,0.4,0.4363636364,0.4363636364,0.4181818182,0.4545454545,0.3818181818,0.4727272727,0.3818181818,0.4545454545,0.4545454545,0.4545454545,0.4545454545,0.4181818182,0.5454545455,0.5090909091,0.4727272727
0.4285714286,0.4285714286,0.3571428571,0.4464285714,0.3928571429,0.4107142857,0.4285714286,0.3571428571,0.4285714286,0.4464285714,0.3928571429,0.4464285714,0.375,0.4464285714,0.4107142857,0.4285714286,0.4285714286,0.4107142857,0.4464285714,0.375,0.4821428571,0.375,0.4642857143,0.4464285714,0.4464285714,0.4642857143,0.4107142857,0.5357142857,0.5,0.4642857143
0.4210526316,0.4210526316,0.350877193,0.4561403509,0.3859649123,0.4035087719,0.4385964912,0.350877193,0.4385964912,0.4561403509,0.4035087719,0.4561403509,0.3859649123,0.4385964912,0.4210526316,0.4210526316,0.4210526316,0.4210526316,0.4561403509,0.3684210526,0.4736842105,0.3684210526,0.4561403509,0.4385964912,0.4561403509,0.4561403509,0.4210526316,0.5263157895,0.5087719298,0.4561403509
0.4137931034,0.4137931034,0.3448275862,0.4482758621,0.3793103448,0.3965517241,0.4310344828,0.3448275862,0.4310344828,0.4655172414,0.4137931034,0.4655172414,0.3793103448,0.4310344828,0.4310344828,0.4137931034,0.4137931034,0.4137931034,0.4482758621,0.3793103448,0.4655172414,0.3793103448,0.4482758621,0.4310344828,0.4655172414,0.4482758621,0.4137931034,0.5344827586,0.5172413793,0.4655172414
0.406779661,0.406779661,0.3559322034,0.4406779661,0.3898305085,0.3898305085,0.4237288136,0.3389830508,0.4237288136,0.4576271186,0.406779661,0.4745762712,0.3898305085,0.4237288136,0.4237288136,0.4237288136,0.406779661,0.406779661,0.4576271186,0.3728813559,0.4745762712,0.3728813559,0.4576271186,0.4237288136,0.4576271186,0.4576271186,0.406779661,0.5423728814,0.5254237288,0.4576271186
0.4166666667,0.4166666667,0.3666666667,0.4333333333,0.3833333333,0.3833333333,0.4166666667,0.3333333333,0.4166666667,0.45,0.4,0.4833333333,0.3833333333,0.4333333333,0.4166666667,0.4166666667,0.4166666667,0.4,0.45,0.3833333333,0.4833333333,0.3833333333,0.4666666667,0.4333333333,0.45,0.45,0.4,0.55,0.5333333333,0.4666666667
0.4098360656,0.4262295082,0.3606557377,0.4426229508,0.3770491803,0.393442623,0.4098360656,0.3442622951,0.4098360656,0.4426229508,0.393442623,0.4918032787,0.393442623,0.4426229508,0.4262295082,0.4098360656,0.4098360656,0.393442623,0.4590163934,0.3770491803,0.4918032787,0.393442623,0.4754098361,0.4262295082,0.4426229508,0.4426229508,0.393442623,0.5573770492,0.5409836066,0.4754098361
0.4032258065,0.4193548387,0.3548387097,0.4516129032,0.3709677419,0.3870967742,0.4193548387,0.3548387097,0.4032258065,0.435483871,0.3870967742,0.4838709677,0.4032258065,0.4516129032,0.4193548387,0.4032258065,0.4193548387,0.3870967742,0.4677419355,0.3709677419,0.4838709677,0.3870967742,0.4838709677,0.4193548387,0.435483871,0.4516129032,0.3870967742,0.5483870968,0.5322580645,0.4838709677
0.3968253968,0.4126984127,0.3492063492,0.4603174603,0.3650793651,0.3968253968,0.4285714286,0.3492063492,0.3968253968,0.4285714286,0.380952381,0.4761904762,0.4126984127,0.4603174603,0.4126984127,0.3968253968,0.4126984127,0.380952381,0.4603174603,0.380952381,0.4920634921,0.380952381,0.4761904762,0.4285714286,0.4285714286,0.4603174603,0.3968253968,0.5555555556,0.5238095238,0.4761904762
0.390625,0.40625,0.34375,0.453125,0.375,0.40625,0.421875,0.34375,0.40625,0.421875,0.375,0.484375,0.421875,0.453125,0.421875,0.390625,0.40625,0.390625,0.46875,0.375,0.484375,0.390625,0.484375,0.421875,0.421875,0.453125,0.40625,0.546875,0.515625,0.46875
0.4,0.4,0.3538461538,0.4461538462,0.3846153846,0.4,0.4153846154,0.3538461538,0.4153846154,0.4153846154,0.3846153846,0.4769230769,0.4153846154,0.4461538462,0.4153846154,0.4,0.4,0.4,0.4615384615,0.3846153846,0.4923076923,0.4,0.4769230769,0.4307692308,0.4307692308,0.4615384615,0.4153846154,0.5384615385,0.5076923077,0.4615384615
0.3939393939,0.4090909091,0.3484848485,0.4545454545,0.3787878788,0.4090909091,0.4242424242,0.3636363636,0.4242424242,0.4090909091,0.3939393939,0.4848484848,0.4090909091,0.4545454545,0.4090909091,0.4090909091,0.4090909091,0.3939393939,0.4545454545,0.3787878788,0.4848484848,0.3939393939,0.4696969697,0.4393939394,0.4242424242,0.4696969697,0.4090909091,0.5303030303,0.5151515152,0.4545454545
0.4029850746,0.4179104478,0.3582089552,0.447761194,0.3731343284,0.4029850746,0.4328358209,0.3731343284,0.4328358209,0.4029850746,0.3880597015,0.4776119403,0.4179104478,0.447761194,0.4029850746,0.4029850746,0.4029850746,0.4029850746,0.447761194,0.3731343284,0.4776119403,0.3880597015,0.4626865672,0.4328358209,0.4328358209,0.4626865672,0.4029850746,0.5223880597,0.5074626866,0.447761194
0.3970588235,0.4117647059,0.3529411765,0.4411764706,0.3676470588,0.4117647059,0.4411764706,0.3676470588,0.4264705882,0.4117647059,0.3970588235,0.4852941176,0.4117647059,0.4558823529,0.3970588235,0.4117647059,0.4117647059,0.4117647059,0.4558823529,0.3823529412,0.4852941176,0.3970588235,0.4558823529,0.4264705882,0.4411764706,0.4705882353,0.4117647059,0.5294117647,0.5147058824,0.4558823529
0.3913043478,0.4202898551,0.347826087,0.4347826087,0.3623188406,0.4057971014,0.4347826087,0.3623188406,0.4347826087,0.4202898551,0.4057971014,0.4782608696,0.4057971014,0.4492753623,0.4057971014,0.4057971014,0.4202898551,0.4202898551,0.4637681159,0.3913043478,0.4782608696,0.4057971014,0.4492753623,0.4347826087,0.4492753623,0.4637681159,0.4202898551,0.5217391304,0.5217391304,0.4492753623
0.4,0.4142857143,0.3571428571,0.4285714286,0.3714285714,0.4,0.4285714286,0.3571428571,0.4285714286,0.4285714286,0.4,0.4714285714,0.4,0.4428571429,0.4142857143,0.4142857143,0.4142857143,0.4142857143,0.4714285714,0.4,0.4714285714,0.4142857143,0.4571428571,0.4285714286,0.4428571429,0.4571428571,0.4285714286,0.5285714286,0.5285714286,0.4571428571
0.3943661972,0.4084507042,0.3661971831,0.4366197183,0.3802816901,0.3943661972,0.4366197183,0.3521126761,0.4366197183,0.4366197183,0.3943661972,0.4788732394,0.3943661972,0.4507042254,0.4225352113,0.4084507042,0.4084507042,0.4084507042,0.4788732394,0.3943661972,0.4788732394,0.4084507042,0.4507042254,0.4225352113,0.4366197183,0.4647887324,0.4225352113,0.5352112676,0.5352112676,0.4507042254
0.3888888889,0.4166666667,0.3611111111,0.4305555556,0.3888888889,0.3888888889,0.4305555556,0.3472222222,0.4305555556,0.4444444444,0.3888888889,0.4722222222,0.4027777778,0.4444444444,0.4166666667,0.4166666667,0.4166666667,0.4027777778,0.4722222222,0.3888888889,0.4861111111,0.4027777778,0.4583333333,0.4166666667,0.4305555556,0.4722222222,0.4166666667,0.5416666667,0.5416666667,0.4583333333
0.3835616438,0.4109589041,0.3561643836,0.4246575342,0.3835616438,0.397260274,0.4383561644,0.3424657534,0.4383561644,0.4383561644,0.3835616438,0.4657534247,0.397260274,0.4520547945,0.4246575342,0.4109589041,0.4246575342,0.397260274,0.4657534247,0.397260274,0.4794520548,0.397260274,0.4520547945,0.4109589041,0.4246575342,0.4657534247,0.4109589041,0.5479452055,0.5342465753,0.4657534247
0.3783783784,0.4054054054,0.3513513514,0.4324324324,0.3783783784,0.3918918919,0.4324324324,0.3378378378,0.4324324324,0.4459459459,0.3918918919,0.4594594595,0.4054054054,0.4459459459,0.4324324324,0.4189189189,0.4324324324,0.3918918919,0.4594594595,0.4054054054,0.472972973,0.3918918919,0.4459459459,0.4189189189,0.4189189189,0.4594594595,0.4054054054,0.5405405405,0.5405405405,0.472972973
