T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
0.3333333333,0.5333333333,0.6,0.6,0.4666666667,0.4666666667,0.5333333333,0.6,0.4666666667,0.6,0.5333333333,0.5333333333,0.4,0.5333333333,0.6,0.4666666667,0.4666666667,0.4666666667,0.5333333333,0.5333333333,0.4666666667,0.4666666667,0.4,0.3333333333,0.4666666667,0.5333333333,0.5333333333,0.5333333333,0.6,0.3333333333
0.375,0.5,0.5625,0.625,0.4375,0.5,0.5,0.625,0.5,0.5625,0.5,0.5,0.4375,0.5,0.625,0.4375,0.4375,0.5,0.5,0.5625,0.5,0.4375,0.4375,0.3125,0.5,0.5625,0.5,0.5625,0.5625,0.3125
0.3529411765,0.4705882353,0.5882352941,0.5882352941,0.4117647059,0.4705882353,0.4705882353,0.5882352941,0.4705882353,0.5294117647,0.5294117647,0.5294117647,0.4117647059,0.4705882353,0.6470588235,0.4705882353,0.4117647059,0.4705882353,0.4705882353,0.5882352941,0.4705882353,0.4705882353,0.4117647059,0.3529411765,0.5294117647,0.5882352941,0.5294117647,0.5882352941,0.5294117647,0.3529411765
0.3333333333,0.4444444444,0.6111111111,0.5555555556,0.3888888889,0.5,0.4444444444,0.5555555556,0.5,0.5555555556,0.5555555556,0.5555555556,0.4444444444,0.5,0.6666666667,0.4444444444,0.3888888889,0.4444444444,0.4444444444,0.5555555556,0.4444444444,0.4444444444,0.3888888889,0.3333333333,0.5555555556,0.6111111111,0.5,0.6111111111,0.5,0.3888888889
0.3157894737,0.4736842105,0.6315789474,0.5789473684,0.4210526316,0.4736842105,0.4210526316,0.5263157895,0.5263157895,0.5263157895,0.5789473684,0.5263157895,0.4736842105,0.4736842105,0.6315789474,0.4210526316,0.4210526316,0.4210526316,0.4210526316,0.5263157895,0.4736842105,0.4210526316,0.4210526316,0.3684210526,0.5263157895,0.5789473684,0.5263157895,0.5789473684,0.4736842105,0.4210526316
0.3,0.5,0.6,0.6,0.45,0.45,0.4,0.5,0.55,0.5,0.6,0.5,0.45,0.45,0.6,0.45,0.4,0.4,0.45,0.5,0.45,0.4,0.45,0.4,0.55,0.55,0.5,0.6,0.45,0.45
0.2857142857,0.5238095238,0.5714285714,0.5714285714,0.4285714286,0.4285714286,0.380952381,0.4761904762,0.5238095238,0.4761904762,0.5714285714,0.5238095238,0.4285714286,0.4285714286,0.5714285714,0.4285714286,0.380952381,0.4285714286,0.4761904762,0.4761904762,0.4761904762,0.4285714286,0.4761904762,0.4285714286,0.5238095238,0.5238095238,0.4761904762,0.5714285714,0.4761904762,0.4285714286
0.3181818182,0.5,0.5909090909,0.5909090909,0.4545454545,0.4090909091,0.4090909091,0.5,0.5,0.4545454545,0.5454545455,0.5454545455,0.4545454545,0.4090909091,0.5909090909,0.4090909091,0.3636363636,0.4090909091,0.4545454545,0.5,0.4545454545,0.4545454545,0.4545454545,0.4545454545,0.5,0.5,0.4545454545,0.5454545455,0.4545454545,0.4545454545
0.3043478261,0.5217391304,0.5652173913,0.6086956522,0.4347826087,0.3913043478,0.3913043478,0.4782608696,0.4782608696,0.4347826087,0.5217391304,0.5652173913,0.4782608696,0.3913043478,0.5652173913,0.4347826087,0.347826087,0.3913043478,0.4782608696,0.5217391304,0.4347826087,0.4347826087,0.4782608696,0.4347826087,0.4782608696,0.4782608696,0.4347826087,0.5217391304,0.4782608696,0.4347826087
0.2916666667,0.5,0.5833333333,0.625,0.4583333333,0.375,0.375,0.5,0.5,0.4583333333,0.5,0.5416666667,0.4583333333,0.375,0.5416666667,0.4166666667,0.3333333333,0.4166666667,0.4583333333,0.5,0.4166666667,0.4166666667,0.5,0.4166666667,0.5,0.5,0.4166666667,0.5416666667,0.5,0.4166666667
0.32,0.48,0.6,0.6,0.44,0.4,0.4,0.52,0.48,0.48,0.52,0.52,0.44,0.4,0.56,0.4,0.36,0.44,0.44,0.52,0.4,0.44,0.48,0.44,0.48,0.48,0.4,0.56,0.52,0.4
0.3076923077,0.5,0.5769230769,0.5769230769,0.4230769231,0.4230769231,0.4230769231,0.5,0.4615384615,0.5,0.5,0.5,0.4230769231,0.4230769231,0.5769230769,0.3846153846,0.3846153846,0.4615384615,0.4615384615,0.5,0.4230769231,0.4230769231,0.4615384615,0.4230769231,0.5,0.4615384615,0.4230769231,0.5384615385,0.5,0.4230769231
0.2962962963,0.4814814815,0.5925925926,0.5555555556,0.4074074074,0.4444444444,0.4444444444,0.5185185185,0.4814814815,0.5185185185,0.4814814815,0.4814814815,0.4444444444,0.4074074074,0.5925925926,0.4074074074,0.4074074074,0.4814814815,0.4444444444,0.4814814815,0.4444444444,0.4074074074,0.4444444444,0.4074074074,0.4814814815,0.4814814815,0.4444444444,0.5185185185,0.5185185185,0.4074074074
0.3214285714,0.4642857143,0.5714285714,0.5714285714,0.3928571429,0.4642857143,0.4642857143,0.5357142857,0.4642857143,0.5357142857,0.4642857143,0.4642857143,0.4642857143,0.4285714286,0.5714285714,0.3928571429,0.4285714286,0.4642857143,0.4642857143,0.4642857143,0.4285714286,0.4285714286,0.4285714286,0.3928571429,0.4642857143,0.5,0.4642857143,0.5357142857,0.5,0.4285714286
0.3448275862,0.4827586207,0.5517241379,0.5862068966,0.4137931034,0.4482758621,0.4482758621,0.5172413793,0.4482758621,0.5172413793,0.4482758621,0.4827586207,0.4827586207,0.4137931034,0.5862068966,0.3793103448,0.4137931034,0.4482758621,0.4482758621,0.4827586207,0.4482758621,0.4137931034,0.4482758621,0.4137931034,0.4827586207,0.4827586207,0.4827586207,0.5517241379,0.4827586207,0.4137931034
0.3333333333,0.5,0.5333333333,0.6,0.4333333333,0.4333333333,0.4333333333,0.5,0.4333333333,0.5,0.4666666667,0.4666666667,0.5,0.4,0.5666666667,0.4,0.4,0.4333333333,0.4666666667,0.4666666667,0.4666666667,0.4,0.4333333333,0.4333333333,0.4666666667,0.5,0.5,0.5666666667,0.4666666667,0.4
0.3225806452,0.4838709677,0.5483870968,0.5806451613,0.4516129032,0.4516129032,0.4193548387,0.4838709677,0.4516129032,0.4838709677,0.4838709677,0.4516129032,0.4838709677,0.3870967742,0.5483870968,0.4193548387,0.4193548387,0.4193548387,0.4516129032,0.4516129032,0.4516129032,0.3870967742,0.4516129032,0.4193548387,0.4838709677,0.4838709677,0.5161290323,0.5806451613,0.4516129032,0.3870967742
0.34375,0.46875,0.53125,0.5625,0.4375,0.4375,0.40625,0.46875,0.4375,0.46875,0.5,0.4375,0.46875,0.375,0.53125,0.40625,0.4375,0.40625,0.46875,0.4375,0.46875,0.40625,0.4375,0.40625,0.46875,0.46875,0.5,0.5625,0.46875,0.40625
0.3333333333,0.4545454545,0.5151515152,0.5757575758,0.4242424242,0.4242424242,0.3939393939,0.4848484848,0.4242424242,0.4545454545,0.5151515152,0.4242424242,0.4848484848,0.3939393939,0.5454545455,0.4242424242,0.4242424242,0.3939393939,0.4545454545,0.4242424242,0.4848484848,0.3939393939,0.4242424242,0.3939393939,0.4545454545,0.4545454545,0.5151515152,0.5454545455,0.4545454545,0.4242424242
0.3235294118,0.4411764706,0.5294117647,0.5882352941,0.4411764706,0.4117647059,0.3823529412,0.5,0.4411764706,0.4705882353,0.5,0.4117647059,0.4705882353,0.3823529412,0.5294117647,0.4117647059,0.4411764706,0.3823529412,0.4705882353,0.4411764706,0.4705882353,0.3823529412,0.4117647059,0.4117647059,0.4411764706,0.4411764706,0.5,0.5294117647,0.4411764706,0.4117647059
0.3142857143,0.4571428571,0.5428571429,0.6,0.4285714286,0.4285714286,0.3714285714,0.4857142857,0.4285714286,0.4857142857,0.4857142857,0.4,0.4857142857,0.4,0.5428571429,0.4,0.4571428571,0.4,0.4571428571,0.4571428571,0.4571428571,0.4,0.4285714286,0.4285714286,0.4285714286,0.4571428571,0.4857142857,0.5142857143,0.4571428571,0.4
0.3055555556,0.4722222222,0.5555555556,0.5833333333,0.4166666667,0.4444444444,0.3611111111,0.4722222222,0.4166666667,0.5,0.4722222222,0.4166666667,0.4722222222,0.3888888889,0.5277777778,0.4166666667,0.4444444444,0.4166666667,0.4444444444,0.4444444444,0.4444444444,0.4166666667,0.4166666667,0.4166666667,0.4166666667,0.4444444444,0.4722222222,0.5277777778,0.4722222222,0.4166666667
0.3243243243,0.4864864865,0.5405405405,0.5675675676,0.4054054054,0.4594594595,0.3783783784,0.4864864865,0.4054054054,0.4864864865,0.4864864865,0.4054054054,0.4594594595,0.4054054054,0.5135135135,0.4054054054,0.4594594595,0.4054054054,0.4324324324,0.4324324324,0.4594594595,0.4054054054,0.4054054054,0.4324324324,0.4324324324,0.4324324324,0.4864864865,0.5405405405,0.4864864865,0.4324324324
0.3157894737,0.4736842105,0.5263157895,0.5789473684,0.4210526316,0.4473684211,0.3684210526,0.4736842105,0.4210526316,0.4736842105,0.4736842105,0.3947368421,0.4473684211,0.3947368421,0.5263157895,0.3947368421,0.4736842105,0.3947368421,0.4210526316,0.4473684211,0.4736842105,0.3947368421,0.3947368421,0.4210526316,0.4473684211,0.4473684211,0.4736842105,0.5526315789,0.4736842105,0.4473684211
0.3076923077,0.4871794872,0.5128205128,0.5641025641,0.4102564103,0.4358974359,0.358974359,0.4871794872,0.4358974359,0.4871794872,0.4615384615,0.4102564103,0.4615384615,0.3846153846,0.5384615385,0.3846153846,0.4615384615,0.4102564103,0.4358974359,0.4358974359,0.4871794872,0.4102564103,0.3846153846,0.4358974359,0.4358974359,0.4358974359,0.4615384615,0.5641025641,0.4615384615,0.4358974359
0.325,0.5,0.5,0.55,0.425,0.425,0.375,0.5,0.45,0.475,0.45,0.425,0.45,0.4,0.525,0.4,0.45,0.425,0.425,0.425,0.475,0.4,0.375,0.425,0.45,0.45,0.45,0.55,0.475,0.425
0.3414634146,0.512195122,0.512195122,0.5365853659,0.4146341463,0.4390243902,0.3902439024,0.487804878,0.4390243902,0.4634146341,0.4390243902,0.4146341463,0.4634146341,0.3902439024,0.512195122,0.3902439024,0.4390243902,0.4146341463,0.4146341463,0.4146341463,0.487804878,0.4146341463,0.3902439024,0.4390243902,0.4390243902,0.4634146341,0.4390243902,0.5365853659,0.4634146341,0.4390243902
0.3333333333,0.5,0.5238095238,0.5238095238,0.4285714286,0.4285714286,0.4047619048,0.4761904762,0.4285714286,0.4523809524,0.4523809524,0.4285714286,0.4523809524,0.380952381,0.5,0.4047619048,0.4523809524,0.4285714286,0.4285714286,0.4047619048,0.4761904762,0.4047619048,0.4047619048,0.4523809524,0.4523809524,0.4523809524,0.4523809524,0.5476190476,0.4523809524,0.4285714286
0.3255813953,0.488372093,0.5348837209,0.5348837209,0.4186046512,0.4418604651,0.3953488372,0.488372093,0.4418604651,0.4651162791,0.4651162791,0.4186046512,0.4418604651,0.3720930233,0.488372093,0.4186046512,0.4418604651,0.4186046512,0.4186046512,0.3953488372,0.488372093,0.3953488372,0.3953488372,0.4418604651,0.4418604651,0.4651162791,0.4651162791,0.5581395349,0.4418604651,0.4418604651
0.3409090909,0.4772727273,0.5227272727,0.5454545455,0.4090909091,0.4318181818,0.3863636364,0.5,0.4545454545,0.4545454545,0.4772727273,0.4090909091,0.4318181818,0.3636363636,0.4772727273,0.4090909091,0.4545454545,0.4090909091,0.4090909091,0.3863636364,0.4772727273,0.4090909091,0.3863636364,0.4318181818,0.4318181818,0.4545454545,0.4772727273,0.5681818182,0.4318181818,0.4318181818
0.3333333333,0.4666666667,0.5111111111,0.5333333333,0.4222222222,0.4222222222,0.3777777778,0.5111111111,0.4444444444,0.4444444444,0.4888888889,0.4,0.4222222222,0.3777777778,0.4666666667,0.4,0.4444444444,0.4222222222,0.4222222222,0.3777777778,0.4666666667,0.4,0.3777777778,0.4444444444,0.4222222222,0.4666666667,0.4666666667,0.5555555556,0.4444444444,0.4222222222
0.347826087,0.4782608696,0.5217391304,0.5434782609,0.4130434783,0.4347826087,0.3695652174,0.5,0.4347826087,0.4347826087,0.4782608696,0.3913043478,0.4347826087,0.3913043478,0.4782608696,0.4130434783,0.4347826087,0.4347826087,0.4130434783,0.3695652174,0.4782608696,0.3913043478,0.3695652174,0.4565217391,0.4347826087,0.4782608696,0.4565217391,0.5434782609,0.4347826087,0.4130434783
0.3617021277,0.4893617021,0.5106382979,0.5319148936,0.4042553191,0.4255319149,0.3829787234,0.4893617021,0.4255319149,0.4468085106,0.4680851064,0.3829787234,0.4255319149,0.4042553191,0.4680851064,0.4042553191,0.4468085106,0.4255319149,0.4042553191,0.3829787234,0.4680851064,0.4042553191,0.3617021277,0.4468085106,0.4255319149,0.4680851064,0.4468085106,0.5319148936,0.4468085106,0.4255319149
0.3541666667,0.5,0.5208333333,0.5208333333,0.3958333333,0.4375,0.3958333333,0.4791666667,0.4375,0.4375,0.4791666667,0.375,0.4166666667,0.4166666667,0.4791666667,0.3958333333,0.4583333333,0.4166666667,0.4166666667,0.3958333333,0.4583333333,0.3958333333,0.375,0.4375,0.4166666667,0.4791666667,0.4375,0.5208333333,0.4375,0.4375
0.3469387755,0.4897959184,0.5306122449,0.5102040816,0.387755102,0.4489795918,0.387755102,0.4897959184,0.4285714286,0.4285714286,0.4693877551,0.387755102,0.4285714286,0.4081632653,0.4897959184,0.387755102,0.4489795918,0.4285714286,0.4081632653,0.387755102,0.4489795918,0.387755102,0.3673469388,0.4285714286,0.4081632653,0.4897959184,0.4489795918,0.5102040816,0.4285714286,0.4285714286
0.36,0.5,0.52,0.5,0.4,0.44,0.38,0.48,0.44,0.44,0.46,0.38,0.44,0.4,0.5,0.4,0.44,0.44,0.42,0.38,0.44,0.4,0.36,0.42,0.4,0.48,0.44,0.52,0.44,0.44
0.3529411765,0.4901960784,0.5294117647,0.5098039216,0.4117647059,0.431372549,0.3725490196,0.4705882353,0.4509803922,0.431372549,0.4705882353,0.3725490196,0.431372549,0.4117647059,0.5098039216,0.4117647059,0.431372549,0.4509803922,0.4117647059,0.3921568627,0.431372549,0.4117647059,0.3529411765,0.431372549,0.4117647059,0.4901960784,0.431372549,0.5098039216,0.431372549,0.4509803922
0.3461538462,0.5,0.5384615385,0.5192307692,0.4230769231,0.4423076923,0.3653846154,0.4807692308,0.4423076923,0.4230769231,0.4615384615,0.3846153846,0.4423076923,0.4038461538,0.5192307692,0.4038461538,0.4230769231,0.4423076923,0.4038461538,0.4038461538,0.4230769231,0.4230769231,0.3461538462,0.4230769231,0.4038461538,0.4807692308,0.4230769231,0.5,0.4230769231,0.4615384615
0.358490566,0.4905660377,0.5283018868,0.5094339623,0.4150943396,0.4339622642,0.3773584906,0.4905660377,0.4339622642,0.4339622642,0.4528301887,0.3962264151,0.4339622642,0.3962264151,0.5283018868,0.4150943396,0.4150943396,0.4339622642,0.4150943396,0.3962264151,0.4339622642,0.4150943396,0.358490566,0.4150943396,0.4150943396,0.4716981132,0.4150943396,0.5094339623,0.4150943396,0.4716981132
0.3703703704,0.5,0.537037037,0.5,0.4074074074,0.4259259259,0.3888888889,0.5,0.4444444444,0.4444444444,0.462962963,0.4074074074,0.4259259259,0.3888888889,0.5185185185,0.4074074074,0.4074074074,0.4259259259,0.4074074074,0.3888888889,0.4444444444,0.4074074074,0.3703703704,0.4074074074,0.4074074074,0.462962963,0.4259259259,0.5,0.4074074074,0.4814814815
0.3818181818,0.4909090909,0.5454545455,0.5090909091,0.4181818182,0.4181818182,0.3818181818,0.4909090909,0.4363636364,0.4363636364,0.4727272727,0.4,0.4181818182,0.4,0.5090909091,0.4,0.4,0.4181818182,0.4,0.3818181818,0.4363636364,0.4,0.3818181818,0.4,0.4,0.4545454545,0.4181818182,0.5090909091,0.4181818182,0.4727272727
0.3928571429,0.5,0.5357142857,0.5178571429,0.4107142857,0.4285714286,0.375,0.5,0.4464285714,0.4285714286,0.4821428571,0.3928571429,0.4107142857,0.3928571429,0.5178571429,0.4107142857,0.4107142857,0.4107142857,0.4107142857,0.375,0.4464285714,0.3928571429,0.3928571429,0.3928571429,0.3928571429,0.4642857143,0.4285714286,0.5178571429,0.4285714286,0.4642857143
0.3859649123,0.5087719298,0.5438596491,0.5087719298,0.4035087719,0.4210526316,0.3859649123,0.5087719298,0.4385964912,0.4210526316,0.4912280702,0.3859649123,0.4035087719,0.3859649123,0.5087719298,0.4210526316,0.4210526316,0.4035087719,0.4035087719,0.3684210526,0.4561403509,0.3859649123,0.4035087719,0.3859649123,0.4035087719,0.4561403509,0.4210526316,0.5087719298,0.4385964912,0.4736842105
0.3793103448,0.5,0.5517241379,0.5172413793,0.3965517241,0.4310344828,0.3965517241,0.5,0.4310344828,0.4310344828,0.4827586207,0.3793103448,0.3965517241,0.3793103448,0.5,0.4137931034,0.4310344828,0.3965517241,0.3965517241,0.3620689655,0.4482758621,0.3793103448,0.3965517241,0.3793103448,0.3965517241,0.4482758621,0.4310344828,0.5,0.4310344828,0.4655172414
0.3728813559,0.5084745763,0.5593220339,0.5254237288,0.3898305085,0.4237288136,0.406779661,0.4915254237,0.4237288136,0.4237288136,0.4745762712,0.3728813559,0.406779661,0.3898305085,0.4915254237,0.406779661,0.4237288136,0.406779661,0.406779661,0.3728813559,0.4406779661,0.3728813559,0.3898305085,0.3728813559,0.406779661,0.4406779661,0.4406779661,0.4915254237,0.4406779661,0.4576271186
0.3666666667,0.5166666667,0.55,0.5166666667,0.4,0.4166666667,0.4,0.4833333333,0.4166666667,0.4333333333,0.4666666667,0.3666666667,0.4166666667,0.4,0.4833333333,0.4,0.4333333333,0.4166666667,0.4166666667,0.3666666667,0.4333333333,0.3833333333,0.3833333333,0.3666666667,0.4,0.45,0.45,0.5,0.4333333333,0.45
0.3606557377,0.5081967213,0.5573770492,0.5245901639,0.4098360656,0.4098360656,0.4098360656,0.4754098361,0.4262295082,0.4426229508,0.4754098361,0.3770491803,0.4098360656,0.4098360656,0.4918032787,0.4098360656,0.4262295082,0.4098360656,0.4262295082,0.3606557377,0.4262295082,0.393442623,0.3770491803,0.3770491803,0.393442623,0.4426229508,0.4426229508,0.4918032787,0.4426229508,0.4426229508
0.3709677419,0.5161290323,0.5483870968,0.5322580645,0.4032258065,0.4193548387,0.4032258065,0.4838709677,0.435483871,0.435483871,0.4677419355,0.3709677419,0.4032258065,0.4193548387,0.4838709677,0.4193548387,0.4193548387,0.4032258065,0.4193548387,0.3709677419,0.4193548387,0.4032258065,0.3709677419,0.3870967742,0.3870967742,0.4516129032,0.435483871,0.5,0.4516129032,0.4516129032
0.380952381,0.5238095238,0.5396825397,0.5238095238,0.3968253968,0.4126984127,0.3968253968,0.4761904762,0.4285714286,0.4444444444,0.4603174603,0.3650793651,0.4126984127,0.4285714286,0.4920634921,0.4126984127,0.4126984127,0.4126984127,0.4126984127,0.3650793651,0.4126984127,0.3968253968,0.3650793651,0.380952381,0.380952381,0.4444444444,0.4285714286,0.5079365079,0.4603174603,0.4603174603
0.390625,0.53125,0.546875,0.515625,0.40625,0.421875,0.390625,0.484375,0.421875,0.453125,0.453125,0.375,0.421875,0.421875,0.5,0.40625,0.40625,0.40625,0.421875,0.359375,0.40625,0.40625,0.359375,0.375,0.390625,0.453125,0.4375,0.5,0.453125,0.453125
0.3846153846,0.5230769231,0.5538461538,0.5230769231,0.4,0.4153846154,0.4,0.4923076923,0.4153846154,0.4615384615,0.4461538462,0.3846153846,0.4153846154,0.4153846154,0.5076923077,0.4,0.4,0.4153846154,0.4153846154,0.3538461538,0.4153846154,0.4,0.3692307692,0.3846153846,0.3846153846,0.4615384615,0.4461538462,0.4923076923,0.4461538462,0.4461538462
0.3939393939,0.5303030303,0.5454545455,0.5151515152,0.3939393939,0.4242424242,0.3939393939,0.5,0.4090909091,0.4545454545,0.4393939394,0.3787878788,0.4090909091,0.4090909091,0.5,0.3939393939,0.4090909091,0.4090909091,0.4090909091,0.3484848485,0.4242424242,0.3939393939,0.3787878788,0.3787878788,0.3787878788,0.4696969697,0.4545454545,0.4848484848,0.4545454545,0.4545454545
0.3880597015,0.5373134328,0.5373134328,0.5223880597,0.4029850746,0.4179104478,0.3880597015,0.5074626866,0.4029850746,0.447761194,0.447761194,0.3731343284,0.4029850746,0.4029850746,0.5074626866,0.3880597015,0.4029850746,0.4029850746,0.4029850746,0.3432835821,0.4179104478,0.3880597015,0.3731343284,0.3731343284,0.3731343284,0.4776119403,0.447761194,0.4925373134,0.447761194,0.447761194
0.3823529412,0.5294117647,0.5441176471,0.5147058824,0.3970588235,0.4117647059,0.3823529412,0.5,0.3970588235,0.4411764706,0.4558823529,0.3823529412,0.3970588235,0.4117647059,0.5,0.3970588235,0.4117647059,0.3970588235,0.4117647059,0.3382352941,0.4117647059,0.3970588235,0.3823529412,0.3676470588,0.3823529412,0.4705882353,0.4411764706,0.4852941176,0.4411764706,0.4558823529
0.3913043478,0.5217391304,0.5507246377,0.5072463768,0.3913043478,0.4057971014,0.3768115942,0.4927536232,0.4057971014,0.4347826087,0.4492753623,0.3913043478,0.3913043478,0.4057971014,0.5072463768,0.4057971014,0.4202898551,0.3913043478,0.4057971014,0.347826087,0.4057971014,0.3913043478,0.3768115942,0.3623188406,0.3913043478,0.4637681159,0.4347826087,0.4782608696,0.4492753623,0.4637681159
0.4,0.5285714286,0.5428571429,0.5,0.3857142857,0.4142857143,0.3714285714,0.4857142857,0.4142857143,0.4285714286,0.4428571429,0.3857142857,0.3857142857,0.4142857143,0.5,0.4,0.4142857143,0.4,0.4142857143,0.3571428571,0.4142857143,0.3857142857,0.3714285714,0.3571428571,0.3857142857,0.4571428571,0.4428571429,0.4714285714,0.4428571429,0.4571428571
0.3943661972,0.5211267606,0.5492957746,0.5070422535,0.3802816901,0.4084507042,0.3661971831,0.4929577465,0.4225352113,0.4225352113,0.4366197183,0.3802816901,0.3802816901,0.4225352113,0.4929577465,0.3943661972,0.4084507042,0.3943661972,0.4225352113,0.3521126761,0.4084507042,0.3802816901,0.3661971831,0.3521126761,0.3802816901,0.4507042254,0.4507042254,0.4788732394,0.4366197183,0.4507042254
0.3888888889,0.5277777778,0.5555555556,0.5,0.3888888889,0.4027777778,0.375,0.4861111111,0.4166666667,0.4166666667,0.4305555556,0.375,0.375,0.4166666667,0.4861111111,0.3888888889,0.4027777778,0.4027777778,0.4166666667,0.3472222222,0.4166666667,0.375,0.375,0.3472222222,0.375,0.4583333333,0.4583333333,0.4861111111,0.4305555556,0.4444444444
0.397260274,0.5342465753,0.5479452055,0.4931506849,0.397260274,0.397260274,0.3835616438,0.4931506849,0.4246575342,0.4109589041,0.4246575342,0.3835616438,0.3835616438,0.4246575342,0.4794520548,0.3835616438,0.4109589041,0.4109589041,0.4109589041,0.3561643836,0.4109589041,0.3835616438,0.3698630137,0.3561643836,0.3835616438,0.4520547945,0.4520547945,0.4931506849,0.4383561644,0.4383561644
0.4054054054,0.527027027,0.5540540541,0.5,0.4054054054,0.3918918919,0.3918918919,0.4864864865,0.4189189189,0.4189189189,0.4189189189,0.3918918919,0.3783783784,0.4324324324,0.4864864865,0.3783783784,0.4054054054,0.4189189189,0.4054054054,0.3513513514,0.4054054054,0.3918918919,0.3648648649,0.3648648649,0.3783783784,0.4594594595,0.4459459459,0.4864864865,0.4459459459,0.4324324324
