T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
0.4583333333,0.5208333333,0.3958333333,0.5833333333,0.5833333333,0.5625,0.5833333333,0.6041666667,0.6041666667,0.4791666667,0.4791666667,0.4375,0.4583333333,0.4166666667,0.4375,0.4166666667,0.3541666667,0.4166666667,0.4791666667,0.4583333333,0.4583333333,0.3333333333,0.4583333333,0.3958333333,0.5,0.4166666667,0.4375,0.4166666667,0.4375,0.4375
0.4489795918,0.5306122449,0.4081632653,0.5714285714,0.5918367347,0.5714285714,0.5918367347,0.612244898,0.612244898,0.4693877551,0.4693877551,0.4489795918,0.4489795918,0.4081632653,0.4285714286,0.4081632653,0.3469387755,0.4285714286,0.4693877551,0.4693877551,0.4693877551,0.3265306122,0.4693877551,0.387755102,0.4897959184,0.4285714286,0.4285714286,0.4081632653,0.4285714286,0.4285714286
0.46,0.52,0.4,0.56,0.58,0.58,0.58,0.62,0.6,0.48,0.48,0.44,0.44,0.42,0.44,0.42,0.36,0.42,0.46,0.48,0.46,0.32,0.48,0.38,0.48,0.44,0.42,0.4,0.44,0.44
0.4509803922,0.5098039216,0.4117647059,0.568627451,0.568627451,0.5882352941,0.5882352941,0.6274509804,0.5882352941,0.4705882353,0.4705882353,0.431372549,0.431372549,0.431372549,0.431372549,0.431372549,0.3529411765,0.4117647059,0.4509803922,0.4901960784,0.4705882353,0.3333333333,0.4705882353,0.3921568627,0.4901960784,0.431372549,0.431372549,0.3921568627,0.431372549,0.431372549
0.4615384615,0.5192307692,0.4230769231,0.5769230769,0.5769230769,0.5769230769,0.5769230769,0.6153846154,0.5769230769,0.4615384615,0.4807692308,0.4230769231,0.4423076923,0.4230769231,0.4423076923,0.4230769231,0.3653846154,0.4038461538,0.4615384615,0.4807692308,0.4807692308,0.3461538462,0.4807692308,0.3846153846,0.4807692308,0.4423076923,0.4423076923,0.4038461538,0.4423076923,0.4230769231
0.4528301887,0.5094339623,0.4339622642,0.5660377358,0.5849056604,0.5849056604,0.5849056604,0.6226415094,0.5849056604,0.4528301887,0.4716981132,0.4150943396,0.4339622642,0.4339622642,0.4528301887,0.4150943396,0.358490566,0.3962264151,0.4528301887,0.4716981132,0.4716981132,0.358490566,0.4716981132,0.3773584906,0.4905660377,0.4528301887,0.4339622642,0.3962264151,0.4528301887,0.4150943396
0.4444444444,0.5185185185,0.4259259259,0.5555555556,0.5740740741,0.5925925926,0.5740740741,0.6296296296,0.5740740741,0.462962963,0.462962963,0.4074074074,0.4259259259,0.4259259259,0.4444444444,0.4074074074,0.3518518519,0.4074074074,0.462962963,0.462962963,0.462962963,0.3518518519,0.4814814815,0.3888888889,0.5,0.4444444444,0.4259259259,0.4074074074,0.4444444444,0.4074074074
0.4363636364,0.5090909091,0.4181818182,0.5636363636,0.5818181818,0.5818181818,0.5818181818,0.6363636364,0.5636363636,0.4545454545,0.4545454545,0.4181818182,0.4181818182,0.4181818182,0.4363636364,0.4,0.3454545455,0.4,0.4545454545,0.4545454545,0.4545454545,0.3454545455,0.4727272727,0.3818181818,0.5090909091,0.4363636364,0.4181818182,0.4181818182,0.4363636364,0.4181818182
0.4464285714,0.5178571429,0.4107142857,0.5714285714,0.5892857143,0.5892857143,0.5714285714,0.625,0.5714285714,0.4464285714,0.4464285714,0.4107142857,0.4107142857,0.4107142857,0.4285714286,0.4107142857,0.3392857143,0.3928571429,0.4642857143,0.4464285714,0.4464285714,0.3392857143,0.4642857143,0.375,0.5,0.4464285714,0.4285714286,0.4107142857,0.4464285714,0.4285714286
0.4561403509,0.5087719298,0.4035087719,0.5789473684,0.5789473684,0.5789473684,0.5789473684,0.6315789474,0.5789473684,0.4561403509,0.4385964912,0.4035087719,0.4210526316,0.4035087719,0.4385964912,0.4035087719,0.3333333333,0.4035087719,0.4561403509,0.4561403509,0.4385964912,0.3333333333,0.4561403509,0.3859649123,0.4912280702,0.4385964912,0.4385964912,0.4035087719,0.4385964912,0.4385964912
0.4482758621,0.5172413793,0.4137931034,0.5862068966,0.5689655172,0.5689655172,0.5689655172,0.6379310345,0.5862068966,0.4482758621,0.4482758621,0.4137931034,0.4310344828,0.3965517241,0.4310344828,0.3965517241,0.3448275862,0.3965517241,0.4655172414,0.4482758621,0.4310344828,0.3448275862,0.4482758621,0.3793103448,0.5,0.4482758621,0.4482758621,0.3965517241,0.4310344828,0.4482758621
0.4406779661,0.5084745763,0.406779661,0.593220339,0.5762711864,0.5762711864,0.5762711864,0.6440677966,0.593220339,0.4576271186,0.4406779661,0.4237288136,0.4237288136,0.3898305085,0.4237288136,0.406779661,0.3389830508,0.3898305085,0.4745762712,0.4406779661,0.4237288136,0.3389830508,0.4576271186,0.3728813559,0.5084745763,0.4576271186,0.4576271186,0.406779661,0.4237288136,0.4576271186
0.4333333333,0.5,0.4166666667,0.5833333333,0.5666666667,0.5666666667,0.5666666667,0.65,0.5833333333,0.4666666667,0.45,0.4333333333,0.4333333333,0.3833333333,0.4166666667,0.4,0.35,0.3833333333,0.4666666667,0.4333333333,0.4166666667,0.3333333333,0.45,0.3833333333,0.5,0.45,0.4666666667,0.4,0.4166666667,0.45
0.4426229508,0.5081967213,0.4098360656,0.5737704918,0.5737704918,0.5737704918,0.5737704918,0.6557377049,0.5737704918,0.4754098361,0.4590163934,0.4426229508,0.4262295082,0.393442623,0.4262295082,0.393442623,0.3606557377,0.393442623,0.4590163934,0.4426229508,0.4262295082,0.3442622951,0.4590163934,0.393442623,0.4918032787,0.4426229508,0.4590163934,0.393442623,0.4098360656,0.4426229508
0.435483871,0.5,0.4032258065,0.5806451613,0.564516129,0.564516129,0.5806451613,0.6612903226,0.564516129,0.4677419355,0.4677419355,0.435483871,0.435483871,0.4032258065,0.435483871,0.4032258065,0.3548387097,0.3870967742,0.4516129032,0.4516129032,0.435483871,0.3387096774,0.4677419355,0.4032258065,0.4838709677,0.4516129032,0.4516129032,0.3870967742,0.4193548387,0.4516129032
0.4285714286,0.4920634921,0.4126984127,0.5714285714,0.5714285714,0.5555555556,0.5873015873,0.6666666667,0.5555555556,0.4603174603,0.4603174603,0.4285714286,0.4444444444,0.4126984127,0.4285714286,0.3968253968,0.3650793651,0.380952381,0.4444444444,0.4444444444,0.4444444444,0.3492063492,0.4603174603,0.3968253968,0.4761904762,0.4444444444,0.4444444444,0.380952381,0.4285714286,0.4444444444
0.4375,0.5,0.421875,0.578125,0.5625,0.546875,0.578125,0.65625,0.5625,0.453125,0.453125,0.421875,0.4375,0.40625,0.4375,0.390625,0.375,0.375,0.453125,0.453125,0.453125,0.359375,0.46875,0.390625,0.46875,0.4375,0.4375,0.375,0.4375,0.4375
0.4307692308,0.4923076923,0.4307692308,0.5846153846,0.5692307692,0.5384615385,0.5846153846,0.6461538462,0.5692307692,0.4615384615,0.4461538462,0.4307692308,0.4307692308,0.4153846154,0.4307692308,0.3846153846,0.3846153846,0.3846153846,0.4461538462,0.4615384615,0.4615384615,0.3692307692,0.4769230769,0.3846153846,0.4769230769,0.4461538462,0.4461538462,0.3846153846,0.4307692308,0.4461538462
0.4393939394,0.4848484848,0.4242424242,0.5909090909,0.5757575758,0.5454545455,0.5757575758,0.6515151515,0.5606060606,0.4696969697,0.4545454545,0.4242424242,0.4242424242,0.4090909091,0.4242424242,0.3939393939,0.3787878788,0.3787878788,0.4393939394,0.4545454545,0.4545454545,0.3787878788,0.4696969697,0.3939393939,0.4696969697,0.4545454545,0.4393939394,0.3939393939,0.4393939394,0.4545454545
0.4328358209,0.4925373134,0.4179104478,0.5820895522,0.5820895522,0.552238806,0.5820895522,0.6567164179,0.552238806,0.4626865672,0.447761194,0.4179104478,0.4179104478,0.4029850746,0.4328358209,0.4029850746,0.3731343284,0.3880597015,0.4328358209,0.447761194,0.4626865672,0.3731343284,0.4626865672,0.3880597015,0.4626865672,0.447761194,0.4328358209,0.4029850746,0.4328358209,0.447761194
0.4264705882,0.5,0.4264705882,0.5882352941,0.5882352941,0.5588235294,0.5882352941,0.6617647059,0.5441176471,0.4558823529,0.4411764706,0.4117647059,0.4117647059,0.4117647059,0.4411764706,0.4117647059,0.3676470588,0.3970588235,0.4264705882,0.4558823529,0.4558823529,0.3676470588,0.4558823529,0.3823529412,0.4705882353,0.4558823529,0.4411764706,0.3970588235,0.4264705882,0.4558823529
0.4202898551,0.4927536232,0.4202898551,0.5797101449,0.5942028986,0.5507246377,0.5942028986,0.652173913,0.5362318841,0.4637681159,0.4492753623,0.4202898551,0.4202898551,0.4202898551,0.4347826087,0.4057971014,0.3623188406,0.4057971014,0.4347826087,0.4492753623,0.4492753623,0.3768115942,0.4492753623,0.3913043478,0.4637681159,0.4492753623,0.4347826087,0.3913043478,0.4202898551,0.4492753623
0.4285714286,0.5,0.4142857143,0.5714285714,0.5857142857,0.5571428571,0.6,0.6571428571,0.5285714286,0.4714285714,0.4428571429,0.4285714286,0.4285714286,0.4142857143,0.4285714286,0.4142857143,0.3571428571,0.4142857143,0.4285714286,0.4428571429,0.4428571429,0.3714285714,0.4428571429,0.3857142857,0.4714285714,0.4428571429,0.4285714286,0.4,0.4142857143,0.4428571429
0.4366197183,0.4929577465,0.4225352113,0.5774647887,0.5774647887,0.5492957746,0.5915492958,0.6478873239,0.5211267606,0.4647887324,0.4366197183,0.4366197183,0.4225352113,0.4225352113,0.4225352113,0.4084507042,0.3661971831,0.4084507042,0.4366197183,0.4366197183,0.4366197183,0.3661971831,0.4366197183,0.3943661972,0.4788732394,0.4366197183,0.4225352113,0.3943661972,0.4084507042,0.4507042254
0.4305555556,0.4861111111,0.4166666667,0.5833333333,0.5694444444,0.5416666667,0.5833333333,0.6527777778,0.5138888889,0.4583333333,0.4305555556,0.4444444444,0.4166666667,0.4305555556,0.4305555556,0.4166666667,0.375,0.4027777778,0.4444444444,0.4305555556,0.4305555556,0.3611111111,0.4444444444,0.3888888889,0.4861111111,0.4444444444,0.4305555556,0.4027777778,0.4166666667,0.4444444444
0.4246575342,0.4931506849,0.4109589041,0.5753424658,0.5753424658,0.5342465753,0.5890410959,0.6575342466,0.5068493151,0.4657534247,0.4246575342,0.4383561644,0.4109589041,0.4383561644,0.4246575342,0.4246575342,0.3835616438,0.4109589041,0.4520547945,0.4246575342,0.4383561644,0.3698630137,0.4520547945,0.397260274,0.4931506849,0.4383561644,0.4246575342,0.397260274,0.4246575342,0.4520547945
